title	year	imdbID	rating	genre	value	revenue	original_language	popularity	vote_average	budget
The Last Dragon 	1985 	tt0089461 	PG-13 	Action, Comedy, Drama 	$25.75M 	25754284 	en 	10.594462 	6.4 	10000000
Mask 	1985 	tt0089560 	PG-13 	Biography, Drama 	$48.23M 	42400000 	en 	6.805621 	7.0 	0
Teen Wolf 	1985 	tt0090142 	PG 	Comedy, Fantasy 	$33.09M 	0 	en 	7.764837 	6.0 	0
The Return of the Living Dead 	1985 	tt0089907 	R 	Comedy, Horror 	$14.24M 	14237000 	en 	8.228111 	7.3 	4000000
Rocky IV 	1985 	tt0089927 	PG 	Drama, Sport 	$127.87M 	300473716 	en 	9.670601 	6.6 	31000000
Ladyhawke 	1985 	tt0089457 	PG-13 	Adventure, Comedy, Drama 	$18.43M 	18432000 	en 	7.02219 	6.8 	20000000
A View to a Kill 	1985 	tt0090264 	PG 	Action, Adventure, Thriller 	$50.33M 	152427960 	en 	14.775587 	6.0 	30000000
Re-Animator 	1985 	tt0089885 	Unrated 	Comedy, Horror, Sci-Fi 	$2.02M 	2023414 	en 	7.897676 	7.0 	900000
Friday the 13th: A New Beginning 	1985 	tt0089173 	R 	Horror, Mystery, Thriller 	$21.93M 	21930418 	en 	8.584391 	5.1 	2200000
A Nightmare on Elm Street 2: Freddy's Revenge 	1985 	tt0089686 	R 	Horror, Thriller 	$30.00M 	29999213 	en 	12.020444 	5.7 	3000000
St. Elmo's Fire 	1985 	tt0090060 	R 	Drama, Romance 	$37.80M 	37803872 	en 	8.590053 	6.0 	0
The Color Purple 	1985 	tt0088939 	PG-13 	Drama 	$98.47M 	146292009 	en 	7.475008 	7.7 	15000000
Rambo: First Blood Part II 	1985 	tt0089880 	R 	Action, Adventure, Thriller 	$150.42M 	300400432 	en 	12.196007 	6.3 	44000000
A Room with a View 	1985 	tt0091867 	Not Rated 	Drama, Romance 	$20.97M 	20966644 	en 	7.494784 	6.9 	3000000
Real Genius 	1985 	tt0089886 	PG 	Comedy, Romance, Sci-Fi 	$13.00M 	13000000 	en 	10.14827 	6.6 	0
Mad Max Beyond Thunderdome 	1985 	tt0089530 	PG-13 	Action, Adventure, Sci-Fi 	$36.20M 	36230219 	en 	14.363585 	5.9 	12305523
Spies Like Us 	1985 	tt0090056 	PG 	Adventure, Comedy 	$60.09M 	0 	en 	7.571511 	5.9 	0
Silver Bullet 	1985 	tt0090021 	R 	Horror 	$5.40M 	0 	en 	4.74132 	6.1 	0
Red Sonja 	1985 	tt0089893 	PG-13 	Action, Adventure, Fantasy 	$6.95M 	6948633 	en 	12.229663 	5.0 	17900000
House 	1985 	tt0091223 	R 	Comedy, Fantasy, Horror 	$19.44M 	0 	en 	9.041412 	5.8 	3000000
Ran 	1985 	tt0089881 	R 	Action, Drama 	$3.52M 	4069653 	ja 	9.080186 	7.9 	11500000
Better Off Dead... 	1985 	tt0088794 	PG 	Comedy, Romance 	$10.30M 	10297601 	en 	8.912831 	6.8 	0
Explorers 	1985 	tt0089114 	PG 	Adventure, Comedy, Family 	$9.87M 	9873044 	en 	4.931093 	6.2 	25000000
Out of Africa 	1985 	tt0089755 	PG 	Biography, Drama, Romance 	$87.10M 	128499205 	en 	9.891868 	7.1 	31000000
After Hours 	1985 	tt0088680 	R 	Comedy, Crime, Drama 	$10.60M 	10609321 	en 	7.561117 	7.4 	4500000
Pee-wee's Big Adventure 	1985 	tt0089791 	PG 	Adventure, Comedy, Family 	$40.90M 	40940662 	en 	9.682296 	6.5 	6000000
Cat's Eye 	1985 	tt0088889 	PG-13 	Comedy, Horror, Thriller 	$13.09M 	0 	en 	6.885842 	5.9 	0
Once Bitten 	1985 	tt0089730 	PG-13 	Comedy, Horror 	$10.00M 	10000000 	en 	3.522673 	5.3 	3200000
Cocoon 	1985 	tt0088933 	PG-13 	Sci-Fi 	$76.11M 	85313124 	en 	6.118021 	6.5 	0
Day of the Dead 	1985 	tt0088993 	Not Rated 	Horror, Thriller 	$5.80M 	34000000 	en 	8.180908 	6.9 	3500000
Just One of the Guys 	1985 	tt0089393 	PG-13 	Comedy, Romance 	$11.50M 	0 	en 	3.435243 	6.4 	11500000
Enemy Mine 	1985 	tt0089092 	PG-13 	Action, Adventure, Drama 	$4.27M 	12303411 	en 	9.055783 	6.7 	40000000
Silverado 	1985 	tt0090022 	PG-13 	Action, Crime, Drama 	$33.20M 	0 	en 	8.152841 	7.1 	26000000
Death Wish 3 	1985 	tt0089003 	R 	Action, Crime, Drama 	$16.12M 	16945171 	en 	9.050097 	6.1 	9000000
Flesh+Blood 	1985 	tt0089153 	R 	Adventure, Drama 	$0.10M 	0 	en 	13.00802 	6.3 	6500000
Desperately Seeking Susan 	1985 	tt0089017 	PG-13 	Comedy, Drama 	$27.40M 	27400000 	en 	7.59019 	6.0 	5000000
The Black Cauldron 	1985 	tt0088814 	PG 	Animation, Action, Adventure 	$21.29M 	21288692 	en 	6.6813 	6.5 	25000000
Fletch 	1985 	tt0089155 	PG 	Comedy, Crime, Mystery 	$50.61M 	59612888 	en 	5.309166 	6.8 	8000000
Pale Rider 	1985 	tt0089767 	R 	Western 	$41.41M 	41410568 	en 	8.205831 	7.0 	0
The Legend of Billie Jean 	1985 	tt0089470 	PG-13 	Action, Drama 	$3.10M 	3099497 	en 	4.646281 	6.6 	0
National Lampoon's European Vacation 	1985 	tt0089670 	PG-13 	Adventure, Comedy 	$49.40M 	49364621 	en 	9.790198 	6.0 	0
To Live and Die in L.A. 	1985 	tt0090180 	R 	Action, Crime, Drama 	$17.31M 	17307019 	en 	5.005485 	6.8 	0
Police Academy 2: Their First Assignment 	1985 	tt0089822 	PG-13 	Comedy 	$55.60M 	55600000 	en 	6.256966 	5.6 	0
Vision Quest 	1985 	tt0090270 	R 	Drama, Romance, Sport 	$12.90M 	0 	en 	2.061821 	6.4 	0
Perfect 	1985 	tt0089798 	R 	Drama, Romance 	$12.92M 	12918858 	en 	1.684329 	3.9 	19000000
Jagged Edge 	1985 	tt0089360 	R 	Drama, Mystery, Thriller 	$40.50M 	0 	en 	7.812463 	6.5 	15000000
Runaway Train 	1985 	tt0089941 	R 	Action, Adventure, Drama 	$7.94M 	7936012 	en 	11.966961 	7.0 	9000000
Girls Just Want to Have Fun 	1985 	tt0089208 	PG 	Comedy, Music, Romance 	$6.33M 	0 	en 	3.338087 	6.5 	0
Brewster's Millions 	1985 	tt0088850 	PG 	Comedy 	$38.80M 	45833132 	en 	5.884605 	6.5 	20000000
Into the Night 	1985 	tt0089346 	R 	Comedy, Drama, Thriller 	$7.56M 	6700000 	en 	4.541498 	6.4 	11400000
The Jewel of the Nile 	1985 	tt0089370 	PG 	Action, Adventure, Comedy 	$75.97M 	96773200 	en 	14.877317 	6.0 	25000000
American Ninja 	1985 	tt0088708 	R 	Action, Adventure, Romance 	$10.50M 	10499694 	en 	4.877688 	5.6 	1000000
The Sure Thing 	1985 	tt0090103 	PG-13 	Comedy, Drama, Romance 	$18.14M 	0 	en 	3.544854 	6.6 	0
Tuff Turf 	1985 	tt0090213 	R 	Action, Drama 	$9.40M 	0 	en 	6.658713 	5.9 	0
Kiss of the Spider Woman 	1985 	tt0089424 	R 	Drama 	$17.04M 	0 	en 	4.349977 	6.8 	0
Mischief 	1985 	tt0089601 	R 	Comedy, Romance 	$8.69M 	8692426 	en 	6.863303 	6.2 	0
A Chorus Line 	1985 	tt0088915 	PG-13 	Drama, Music, Musical 	$14.20M 	14202899 	en 	4.222578 	6.1 	0
The Purple Rose of Cairo 	1985 	tt0089853 	PG 	Comedy, Fantasy, Romance 	$10.63M 	10631333 	en 	6.282821 	7.3 	15000000
Private Resort 	1985 	tt0089839 	R 	Comedy 	$0.33M 	331816 	en 	4.919441 	5.5 	0
Young Sherlock Holmes 	1985 	tt0090357 	PG-13 	Adventure, Fantasy, Mystery 	$19.74M 	0 	en 	6.133408 	6.7 	18000000
The Man with One Red Shoe 	1985 	tt0089543 	PG 	Comedy, Thriller 	$8.60M 	0 	en 	4.76991 	5.4 	0
Prizzi's Honor 	1985 	tt0089841 	R 	Comedy, Crime, Drama 	$26.70M 	26657534 	en 	7.503482 	6.5 	0
The Bride 	1985 	tt0088851 	PG-13 	Fantasy, Horror, Romance 	$3.60M 	3558669 	en 	5.102875 	5.4 	0
Transylvania 6-5000 	1985 	tt0090196 	PG 	Comedy, Fantasy, Horror 	$7.20M 	0 	en 	2.421364 	4.9 	0
Year of the Dragon 	1985 	tt0090350 	R 	Action, Crime, Drama 	$18.70M 	18707466 	en 	6.133155 	6.5 	24000000
The Falcon and the Snowman 	1985 	tt0087231 	R 	Biography, Crime, Drama 	$17.10M 	0 	en 	3.823857 	6.5 	0
Secret Admirer 	1985 	tt0089981 	R 	Comedy, Romance 	$8.62M 	8622757 	en 	6.005251 	6.7 	0
The Emerald Forest 	1985 	tt0089087 	R 	Action, Adventure, Drama 	$24.47M 	24467000 	en 	16.056376 	7.0 	0
Tampopo 	1985 	tt0092048 	Not Rated 	Comedy 	$0.22M 	0 	ja 	3.675411 	7.9 	0
The Journey of Natty Gann 	1985 	tt0089385 	PG 	Family, Adventure 	$2.14M 	2135577 	en 	2.063865 	6.4 	0
My Beautiful Laundrette 	1985 	tt0091578 	R 	Comedy, Drama, Romance 	$2.45M 	2451545 	en 	3.223809 	6.6 	860000
D.A.R.Y.L. 	1985 	tt0088979 	PG 	Family, Sci-Fi 	$7.84M 	7840873 	en 	5.525976 	6.2 	0
White Nights 	1985 	tt0090319 	PG-13 	Drama 	$42.16M 	42160849 	en 	3.097584 	6.2 	0
My Science Project 	1985 	tt0089652 	PG 	Action, Adventure, Comedy 	$4.12M 	4122748 	en 	3.195769 	6.1 	0
Subway 	1985 	tt0090095 	R 	Thriller 	$0.39M 	390659 	fr 	4.408819 	6.3 	2000000
Summer Rental 	1985 	tt0090098 	PG 	Comedy 	$24.69M 	24689703 	en 	9.775688 	6.5 	0
Fandango 	1985 	tt0089126 	PG 	Comedy, Drama 	$0.09M 	0 	en 	11.883317 	6.6 	0
Stick 	1985 	tt0090073 	R 	Action, Crime, Drama 	$8.49M 	0 	en 	1.901308 	5.5 	22000000
Santa Claus: The Movie 	1985 	tt0089961 	PG 	Adventure, Family, Fantasy 	$23.72M 	23717291 	en 	10.182179 	6.1 	50000000
Invasion U.S.A. 	1985 	tt0089348 	R 	Action, Thriller 	$17.54M 	0 	en 	3.614797 	5.3 	0
Desert Hearts 	1985 	tt0089015 	R 	Drama, Romance 	$2.49M 	2400000 	en 	2.614602 	6.9 	350000
My Life as a Dog 	1985 	tt0089606 	Unrated 	Drama, Comedy 	$8.35M 	0 	sv 	5.530231 	7.3 	0
The Heavenly Kid 	1985 	tt0089265 	PG-13 	Comedy, Fantasy, Romance 	$3.85M 	0 	en 	3.930891 	6.0 	0
Volunteers 	1985 	tt0090274 	R 	Comedy 	$19.88M 	0 	en 	7.418104 	5.6 	0
Heaven Help Us 	1985 	tt0089264 	R 	Comedy, Drama, Romance 	$6.07M 	0 	en 	3.258455 	6.9 	0
King Solomon's Mines 	1985 	tt0089421 	PG-13 	Action, Adventure, Comedy 	$15.06M 	238227 	en 	6.389531 	5.0 	12500000
Fraternity Vacation 	1985 	tt0089167 	R 	Comedy 	$3.33M 	3333306 	en 	2.735983 	5.1 	0
Gotcha! 	1985 	tt0089222 	PG-13 	Action, Comedy, Mystery 	$10.81M 	8800000 	en 	4.622521 	6.1 	0
The New Kids 	1985 	tt0089679 	R 	Drama, Horror, Thriller 	$0.20M 	0 	en 	0.820872 	5.7 	0
Revolution 	1985 	tt0089913 	PG 	Adventure, Drama, History 	$0.36M 	358574 	en 	2.066879 	5.2 	28000000
Seven Minutes in Heaven 	1985 	tt0089997 	PG-13 	Comedy, Drama, Romance 	$0.03M 	0 	en 	5.420473 	6.6 	0
Creature 	1985 	tt0088961 	R 	Horror, Sci-Fi 	$4.78M 	0 	en 	6.164606 	4.6 	750000
Sweet Dreams 	1985 	tt0090110 	PG-13 	Biography, Drama, Music 	$9.09M 	0 	en 	1.782437 	6.9 	0
Murphy's Romance 	1985 	tt0089643 	PG-13 	Comedy, Drama, Romance 	$30.76M 	30867525 	en 	1.235282 	5.7 	13000000
Moving Violations 	1985 	tt0089629 	PG-13 	Comedy 	$10.60M 	0 	en 	1.817331 	5.7 	0
Shoah 	1985 	tt0090015 	Not Rated 	Documentary, History, War 	$0.02M 	0 	en 	1.967741 	8.7 	0
Missing in Action 2: The Beginning 	1985 	tt0089604 	R 	Action, Drama, Thriller 	$10.80M 	10755447 	en 	8.639516 	5.0 	2410000
Code of Silence 	1985 	tt0088936 	R 	Action, Crime, Drama 	$20.35M 	20345361 	en 	3.686224 	6.0 	0
Porky's Revenge 	1985 	tt0089826 	R 	Comedy 	$20.52M 	20518905 	en 	4.603754 	5.0 	9000000
Tomboy 	1985 	tt0090184 	R 	Comedy 	$14.10M 	14100000 	en 	5.306957 	5.3 	0
Agnes of God 	1985 	tt0088683 	PG-13 	Drama, Mystery 	$25.63M 	0 	en 	1.888568 	6.2 	0
American Flyers 	1985 	tt0088707 	PG-13 	Drama, Sport 	$1.40M 	1400000 	en 	5.111789 	6.1 	0
The Quiet Earth 	1985 	tt0089869 	R 	Drama, Mystery, Sci-Fi 	$2.12M 	0 	en 	7.978967 	6.7 	1000000
Lost in America 	1985 	tt0089504 	R 	Comedy 	$10.18M 	0 	en 	3.278894 	7.3 	0
The Protector 	1985 	tt0089847 	R 	Action, Crime, Thriller 	$0.98M 	0 	en 	7.509559 	5.6 	0
That Was Then... This Is Now 	1985 	tt0090151 	R 	Crime, Drama 	$8.63M 	0 	en 	0.738932 	5.9 	0
Crimewave 	1985 	tt0088967 	PG-13 	Comedy, Crime, Horror 	$0.00M 	0 	en 	2.428012 	5.3 	3000000
Mishima: A Life in Four Chapters 	1985 	tt0089603 	R 	Biography, Drama 	$0.44M 	502758 	en 	8.056644 	7.7 	5000000
Plenty 	1985 	tt0089816 	R 	Drama 	$6.15M 	0 	en 	1.20963 	5.9 	0
The Care Bears Movie 	1985 	tt0088885 	G 	Animation, Adventure, Comedy 	$22.93M 	0 	en 	2.202796 	5.4 	0
Hot Moves 	1985 	tt0089304 	R 	Comedy 	$2.73M 	0 	en 	0.77274 	5.0 	0
Baby: Secret of the Lost Legend 	1985 	tt0088760 	PG 	Family, Adventure, Sci-Fi 	$14.97M 	0 	en 	2.054023 	5.3 	0
Gymkata 	1985 	tt0089243 	R 	Action, Drama 	$5.73M 	5730596 	en 	1.2323 	4.7 	8500000
Krush Groove 	1985 	tt0089444 	R 	Comedy, Drama, Music 	$11.05M 	0 	en 	0.771492 	7.0 	3000000
One Magic Christmas 	1985 	tt0089731 	G 	Family, Fantasy 	$13.68M 	0 	en 	13.00748 	5.7 	0
The Holcroft Covenant 	1985 	tt0089283 	R 	Action, Crime, Drama 	$0.39M 	0 	en 	2.384665 	5.2 	0
The Official Story 	1985 	tt0089276 	Not Rated 	Drama, History, War 	$0.03M 	0 	es 	1.48401 	7.4 	0
King David 	1985 	tt0089420 	PG-13 	Adventure, Biography, Drama 	$4.80M 	0 	en 	1.648304 	6.1 	0
Rustlers' Rhapsody 	1985 	tt0089945 	PG 	Comedy, Western 	$6.09M 	0 	en 	1.031242 	4.9 	0
The Aviator 	1985 	tt0088758 	PG 	Adventure, Drama 	$1.30M 	1304192 	en 	0.364871 	5.7 	0
Avenging Angel 	1985 	tt0088757 	R 	Action, Crime, Thriller 	$5.62M 	0 	en 	0.926082 	5.4 	0
Fool for Love 	1985 	tt0089160 	R 	Drama 	$0.84M 	0 	en 	1.075397 	5.7 	0
Smooth Talk 	1985 	tt0090037 	PG-13 	Drama, Romance, Thriller 	$0.02M 	0 	en 	2.918958 	5.6 	0
Turk 182! 	1985 	tt0090217 	PG-13 	Action, Comedy, Drama 	$3.59M 	0 	en 	2.413456 	6.1 	1900000
The Adventures of Mark Twain 	1985 	tt0088678 	G 	Animation, Adventure, Family 	$0.85M 	849915 	en 	2.371218 	6.8 	0
Def-Con 4 	1985 	tt0087130 	R 	Action, Sci-Fi 	$1.06M 	0 	en 	0.993154 	3.1 	0
The Trip to Bountiful 	1985 	tt0090203 	PG 	Drama 	$7.47M 	7218340 	en 	1.010597 	7.3 	0
The Mean Season 	1985 	tt0089572 	R 	Crime, Thriller 	$4.35M 	4300000 	en 	7.715917 	5.8 	0
Starchaser: The Legend of Orin 	1985 	tt0090065 	PG 	Adventure, Animation, Sci-Fi 	$3.36M 	3360800 	en 	0.795447 	6.8 	15000000
The Slugger's Wife 	1985 	tt0090036 	PG-13 	Comedy, Music, Romance 	$1.88M 	1878561 	en 	0.099456 	3.8 	0
Trouble in Mind 	1985 	tt0090209 	R 	Comedy, Crime, Drama 	$0.02M 	0 	en 	3.933702 	6.8 	0
Twice in a Lifetime 	1985 	tt0090223 	R 	Drama, Romance 	$8.40M 	0 	en 	3.288529 	6.0 	0
Lust in the Dust 	1985 	tt0089523 	R 	Comedy, Western 	$0.73M 	0 	en 	1.08045 	4.8 	0
Radioactive Dreams 	1985 	tt0091818 	R 	Action, Adventure, Comedy 	$0.22M 	0 	en 	0.871885 	6.0 	0
Dance with a Stranger 	1985 	tt0088987 	R 	Biography, Crime, Drama 	$2.17M 	0 	en 	1.053208 	5.5 	0
Head Office 	1985 	tt0091183 	PG-13 	Comedy 	$3.39M 	0 	en 	0.668605 	6.1 	0
Creator 	1985 	tt0088960 	R 	Comedy, Romance, Sci-Fi 	$5.35M 	0 	en 	2.392866 	6.2 	0
Dreamchild 	1985 	tt0089052 	PG 	Biography, Comedy, Drama 	$1.22M 	0 	en 	1.070646 	7.1 	0
The Doctor and the Devils 	1985 	tt0089034 	R 	Horror, Drama 	$0.15M 	0 	en 	3.05318 	5.8 	0
Alien Predator 	1985 	tt0092530 	R 	Drama, Horror, Sci-Fi 	$0.00M 	0 	en 	0.670169 	4.9 	0
Bad Medicine 	1985 	tt0088765 	PG-13 	Comedy 	$2.69M 	2685453 	en 	3.741691 	4.5 	0
Eleni 	1985 	tt0089079 	PG 	Drama, War 	$0.31M 	0 	en 	0.101458 	6.5 	0
Warning Sign 	1985 	tt0090293 	R 	Drama, Sci-Fi, Thriller 	$1.92M 	0 	en 	1.802788 	5.2 	0
Morons from Outer Space 	1985 	tt0089622 	PG-13 	Comedy, Sci-Fi 	$0.44M 	0 	en 	1.94558 	4.8 	0
Water 	1985 	tt0090297 	PG-13 	Adventure, Comedy, Drama 	$1.26M 	0 	en 	4.948294 	5.5 	0
Qing mei zhu ma 	1985 	tt0089866 	Not Rated 	Drama 	$0.01M 	0 	zh 	1.078619 	7.8 	0
O.C. and Stiggs 	1985 	tt0089715 	R 	Comedy, Romance 	$0.03M 	0 	en 	2.164221 	4.5 	0
The Secret of the Sword 	1985 	tt0089984 	G 	Animation, Action, Fantasy 	$7.66M 	7 	en 	2.18171 	7.0 	0
The Good Father 	1985 	tt0093103 	R 	Drama 	$0.42M 	0 	en 	0.945356 	4.0 	0
Three Men and a Cradle 	1985 	tt0090206 	PG-13 	Comedy 	$2.05M 	2052466 	fr 	2.29922 	6.4 	0
Certain Fury 	1985 	tt0088895 	R 	Action, Drama 	$1.38M 	0 	en 	0.768316 	6.3 	0
Wetherby 	1985 	tt0090310 	R 	Drama, Mystery 	$1.30M 	0 	en 	3.692695 	5.1 	0
Otac na sluzbenom putu 	1985 	tt0089748 	R 	Drama 	$0.02M 	0 	bs 	2.399041 	6.7 	0
Maxie 	1985 	tt0089569 	PG 	Comedy 	$2.56M 	0 	en 	0.288812 	4.4 	0
Rainbow Brite and the Star Stealer 	1985 	tt0089877 	G 	Animation, Adventure, Family 	$4.89M 	0 	en 	0.687758 	4.5 	0
Colonel Redl 	1985 	tt0089716 	R 	Biography, Drama, History 	$0.00M 	0 	de 	1.73659 	6.2 	0
Echo Park 	1985 	tt0090994 	R 	Comedy, Drama 	$0.70M 	0 	en 	1.276339 	6.0 	0
Rappin' 	1985 	tt0089883 	PG 	Drama, Music, Musical 	$2.86M 	0 	en 	0.071701 	2.0 	0
Sylvester 	1985 	tt0090112 	PG 	Drama, Family 	$0.39M 	172 	en 	0.028118 	6.0 	0
Alamo Bay 	1985 	tt0088689 	R 	Action, Drama, Romance 	$0.38M 	0 	en 	4.310353 	4.6 	0
Compromising Positions 	1985 	tt0088947 	R 	Comedy, Drama, Mystery 	$12.53M 	0 	en 	0.591847 	3.3 	0
Marie 	1985 	tt0089555 	PG-13 	Drama 	$2.51M 	0 	en 	0.786321 	0.0 	0
Turtle Diary 	1985 	tt0090219 	PG 	Comedy, Drama, Romance 	$2.16M 	0 	en 	1.413189 	8.3 	0
Bliss 	1985 	tt0088821 	R 	Comedy, Drama 	$0.66M 	660537 	en 	0.000603 	5.7 	3400000
Fever Pitch 	1985 	tt0089139 	R 	Drama 	$0.62M 	0 	en 	0.029793 	0.0 	0
Code Name: Emerald 	1985 	tt0088934 	PG 	Action, Drama, War 	$0.52M 	0 	en 	1.030855 	6.0 	0
Bal na vodi 	1985 	tt0091200 	R 	Drama, Romance 	$0.14M 	0 	sr 	0.764894 	6.0 	0
Joshua Then and Now 	1985 	tt0089383 	R 	Comedy, Drama 	$0.54M 	0 	en 	0.79696 	5.0 	0
Movers & Shakers 	1985 	tt0089628 	PG 	Comedy 	$0.37M 	0 	en 	0.143238 	7.0 	0
Stripper 	1985 	tt0090092 	R 	Documentary 	$0.09M 	0 	en 	0.084633 	6.0 	0
Maccheroni 	1985 	tt0089529 	PG 	Comedy, Drama 	$0.43M 	0 	it 	0.559775 	6.1 	0
That's Dancing! 	1985 	tt0090152 	G 	Documentary, Musical 	$4.21M 	0 	en 	0.575066 	6.4 	0
James Joyce's Women 	1985 	tt0089364 	R 	Drama 	$0.38M 	0 	en 	2.265227 	0.0 	0
One Woman or Two 	1985 	tt0090235 	PG-13 	Comedy 	$0.18M 	179 	en 	1.333613 	0.0 	0
Almost You 	1985 	tt0086876 	R 	Comedy, Drama 	$0.10M 	0 	en 	0.996191 	5.5 	0
La Cage aux Folles 3: The Wedding 	1985 	tt0088873 	PG-13 	Comedy 	$0.35M 	345280 	fr 	0.001182 	3.9 	0
Bring on the Night 	1985 	tt0088855 	PG-13 	Documentary, Music 	$1.89M 	0 	en 	1.084828 	7.8 	0
My Man Adam 	1985 	tt0089649 	R 	Comedy, Crime, Thriller 	$0.09M 	0 	en 	0.503214 	0.0 	0
The Frog Prince 	1985 	tt0087300 	PG 	Comedy, Drama, Romance 	$0.03M 	26 	en 	0.0 	0.0 	0
Came a Hot Friday 	1985 	tt0088876 	PG 	Comedy 	$0.01M 	0 	en 	0.507359 	7.0 	0
The Girl in the Picture 	1985 	tt0091116 	PG-13 	Comedy, Romance 	$0.20M 	0 	en 	0.021609 	0.0 	0
Here Come the Littles 	1985 	tt0089272 	G 	Animation, Adventure, Family 	$6.57M 	0 	en 	0.2875 	0.0 	0
Mr. Love 	1985 	tt0089633 	PG-13 	Comedy 	$0.00M 	0 	en 	0.002667 	0.0 	0
Lune de miel 	1985 	tt0089522 	R 	Thriller 	$0.11M 	0 	en 	0.049412 	5.0 	0
Stand by Me 	1986 	tt0092005 	R 	Adventure, Drama 	$52.29M 	52287414 	en 	10.696239 	7.8 	8000000
Top Gun 	1986 	tt0092099 	PG 	Action, Drama, Romance 	$179.80M 	356830601 	en 	16.094121 	6.7 	15000000
Aliens 	1986 	tt0090605 	R 	Action, Adventure, Sci-Fi 	$85.16M 	183316455 	en 	17.42514 	7.7 	18500000
Ferris Bueller's Day Off 	1986 	tt0091042 	PG-13 	Comedy 	$70.14M 	70136369 	en 	12.991775 	7.5 	6000000
Big Trouble in Little China 	1986 	tt0090728 	PG-13 	Action, Adventure, Comedy 	$11.10M 	11000000 	en 	7.677499 	7.1 	25000000
Crocodile Dundee 	1986 	tt0090555 	PG-13 	Adventure, Comedy 	$174.64M 	328203506 	en 	6.069938 	6.3 	5000000
Platoon 	1986 	tt0091763 	R 	Drama, War 	$138.53M 	138530565 	en 	13.937014 	7.5 	6000000
Highlander 	1986 	tt0091203 	R 	Action, Adventure, Fantasy 	$5.90M 	5900000 	en 	17.690561 	6.8 	16000000
Blue Velvet 	1986 	tt0090756 	R 	Drama, Mystery, Thriller 	$8.55M 	8551228 	en 	8.124136 	7.6 	6000000
The Fly 	1986 	tt0091064 	R 	Drama, Horror, Sci-Fi 	$40.46M 	60629159 	en 	9.943413 	7.1 	15000000
Labyrinth 	1986 	tt0091369 	PG 	Adventure, Family, Fantasy 	$12.73M 	12729917 	en 	13.821583 	7.2 	25000000
Little Shop of Horrors 	1986 	tt0091419 	PG-13 	Comedy, Family, Musical 	$38.75M 	38748395 	en 	8.320466 	6.7 	25000000
Maximum Overdrive 	1986 	tt0091499 	R 	Action, Comedy, Horror 	$7.43M 	7433663 	en 	5.763316 	5.5 	10000000
Pretty in Pink 	1986 	tt0091790 	PG-13 	Comedy, Drama, Romance 	$40.47M 	40471663 	en 	9.605535 	6.7 	0
Manhunter 	1986 	tt0091474 	R 	Crime, Horror, Mystery 	$8.62M 	8620929 	en 	0.390806 	6.8 	15000000
9½ Weeks 	1986 	tt0091635 	R 	Drama, Romance 	$6.73M 	6735922 	en 	6.988349 	5.8 	17000000
Heartbreak Ridge 	1986 	tt0091187 	R 	Action, Comedy, Drama 	$42.72M 	42724017 	en 	7.261115 	6.5 	15000000
The Texas Chainsaw Massacre 2 	1986 	tt0092076 	Unrated 	Comedy, Horror 	$8.03M 	8025872 	en 	9.398587 	5.8 	4700000
Flight of the Navigator 	1986 	tt0091059 	PG 	Adventure, Family, Sci-Fi 	$18.56M 	18564613 	en 	6.429842 	6.9 	0
Howard the Duck 	1986 	tt0091225 	PG 	Action, Adventure, Comedy 	$16.30M 	37962774 	en 	9.310315 	5.1 	37000000
Critters 	1986 	tt0090887 	PG-13 	Action, Comedy, Horror 	$13.17M 	13167232 	en 	12.226727 	5.8 	2000000
From Beyond 	1986 	tt0091083 	R 	Horror, Sci-Fi 	$1.26M 	1261000 	en 	8.93483 	6.5 	4500000
Short Circuit 	1986 	tt0091949 	PG 	Comedy, Family, Sci-Fi 	$40.70M 	40697761 	en 	11.592259 	6.4 	0
The Mosquito Coast 	1986 	tt0091557 	PG 	Adventure, Drama, Thriller 	$14.30M 	14302779 	en 	6.071968 	6.3 	0
The Hitcher 	1986 	tt0091209 	R 	Thriller 	$5.84M 	5844868 	en 	5.893627 	6.9 	6000000
Jason Lives: Friday the 13th Part VI 	1986 	tt0091080 	R 	Horror, Thriller 	$19.47M 	19472057 	en 	10.225206 	5.7 	3000000
Night of the Creeps 	1986 	tt0091630 	R 	Comedy, Horror, Sci-Fi 	$0.59M 	0 	en 	5.678219 	6.6 	0
The Name of the Rose 	1986 	tt0091605 	R 	Crime, Drama, Mystery 	$7.15M 	77200000 	en 	9.188896 	7.2 	20000000
The Wraith 	1986 	tt0092240 	PG-13 	Action, Horror, Romance 	$3.50M 	3500000 	en 	6.242493 	5.9 	2700000
The Golden Child 	1986 	tt0091129 	PG-13 	Action, Adventure, Comedy 	$79.82M 	79817939 	en 	7.051299 	5.6 	25000000
Lucas 	1986 	tt0091445 	PG-13 	Comedy, Drama, Romance 	$8.20M 	8200000 	en 	4.271415 	6.4 	6000000
River's Edge 	1986 	tt0091860 	R 	Crime, Drama 	$4.60M 	0 	en 	3.612401 	6.7 	19000000
The Mission 	1986 	tt0091530 	PG 	Adventure, Drama, History 	$17.22M 	17218023 	en 	12.823953 	7.1 	24500000
Cobra 	1986 	tt0090859 	R 	Action, Crime, Thriller 	$49.04M 	49042224 	en 	9.22835 	5.7 	0
The Color of Money 	1986 	tt0090863 	R 	Drama, Sport 	$52.29M 	52293982 	en 	11.565843 	6.7 	13800000
